"기준일ID","시군구코드","시군구명","총생활인구수","내국인생활인구수","장기체류외국인인구수","단기체류외국인인구수","일최대인구수","일최소인구수","주간인구수(09~18)","야간인구수(19~08)","일최대이동인구수","서울외유입인구수","동일자치구행정동간이동인구수","자치구간이동인구수"
"20190505","11320","도봉구","283585.46400","280205.08200","2815.41350","564.96840","296557.90580","265555.93580","272857.36010","291248.39530","140847.83100","25095.34780","75656.93020","40095.55300"
"20190505","11350","노원구","493725.33410","487663.76210","5122.76570","938.80630","518339.76060","461471.74270","472600.21490","508814.70490","212779.67900","41644.78080","116599.19730","54535.70090"
"20190505","11380","은평구","431770.55930","423726.70770","6860.07610","1183.77550","461875.81010","391717.15790","405284.92480","450688.86970","169707.16210","36004.19410","100169.47070","33533.49730"
"20190505","11410","서대문구","363856.20720","332610.10060","22097.02480","9149.08180","375693.16680","352171.84440","355939.20820","369511.20650","166729.13010","36254.82290","63277.67860","67196.62860"
"20190505","11440","마포구","463352.46090","420510.35110","23823.56540","19018.54450","497075.06200","435433.21460","468914.38680","459379.65680","243781.09240","65951.39830","76346.21500","101483.47910"
"20190505","11470","양천구","367471.64650","361263.42030","5321.88880","886.33730","388502.44160","337998.95860","349117.78380","380581.54840","173740.41270","32064.91880","88856.35940","52819.13450"
"20190505","11500","강서구","512309.92910","496214.86610","9135.46420","6959.59880","537735.42090","479213.08490","491174.79000","527406.45700","224950.44330","57408.98060","118216.22250","49325.24020"
"20190505","11530","구로구","394810.95340","359644.44530","31248.60540","3917.90260","401960.08780","380894.56040","390116.92910","398163.82780","187714.33600","63816.66450","68555.76420","55341.90730"
"20190505","11545","금천구","204482.42420","186154.07810","16977.83880","1350.50740","209319.99680","195118.52270","200467.98400","207349.88160","105637.99880","33586.84030","44113.25090","27937.90760"
"20190505","11560","영등포구","456465.01440","406504.27140","42976.77920","6983.96380","495413.59310","422385.40340","484802.79850","436223.74000","269650.25190","78537.26160","80436.54710","110676.44320"
"20190505","11590","동작구","383041.27440","364649.34470","17048.67600","1343.25380","408933.20090","349086.01350","360704.55090","398996.07700","156021.82990","32776.34680","67958.49820","55286.98490"
"20190505","11620","관악구","485359.93950","460457.97270","23001.55260","1900.41420","518705.61850","440211.03770","457766.61880","505069.45420","205112.53680","41392.09250","110928.27960","52792.16470"
"20190505","11650","서초구","495067.89510","475285.74490","14007.36580","5774.78440","525722.99740","457628.82680","521131.10730","476451.31490","271137.27730","85349.59470","76293.67140","109494.01120"
"20190505","11680","강남구","649213.81130","616077.57540","17366.22080","15770.01500","704183.84630","607833.67890","687882.48770","621593.32810","351170.42110","108667.24010","101331.72910","141171.45190"
"20190505","11710","송파구","731257.00090","710168.21760","16006.79400","5081.98930","757160.95430","715686.81610","739763.51930","725180.91640","379064.69860","112751.37210","160129.01610","106184.31040"
"20190505","11740","강동구","451189.52630","441247.54150","8918.13240","1023.85240","476369.82430","416697.67340","430726.16790","465806.21090","211220.45060","48357.46110","125649.21400","37213.77550"
"20190504","11000","서울시","10575486.17520","9991030.70810","416296.06050","168159.40660","10705884.72750","10262549.95260","10588181.40550","10566418.15350","5315744.16280","1406815.24420","1997303.75870","1911625.15990"
"20190504","11110","종로구","319126.99430","284145.01140","19368.68700","15613.29600","437967.25430","248861.82450","382302.81850","274001.40560","266847.86310","92830.66480","33711.39980","140305.79850"
"20190504","11140","중구","308499.71630","241880.74830","23545.05250","43073.91550","416535.54880","230804.07580","373500.39880","262070.65740","247200.12510","79121.84330","29089.49240","138988.78940"
"20190504","11170","용산구","318396.81480","282430.78070","23368.81050","12597.22360","342952.24360","295647.18740","336351.15740","305572.28430","179004.04980","57325.73600","44245.53800","77432.77580"
"20190504","11200","성동구","334912.30410","317186.28220","16095.12830","1630.89360","342692.17840","320863.57590","334862.29430","334948.02540","172757.80370","39345.25550","58893.19320","74519.35500"
"20190504","11215","광진구","405218.10690","378502.93070","24567.84830","2147.32790","438506.70210","387637.29210","397443.29520","410771.54380","203720.91210","52113.28390","80661.67620","70945.95200"
"20190504","11230","동대문구","368704.72140","341262.20860","24080.80790","3361.70490","384204.95210","345559.20130","364604.57920","371633.39430","172920.66500","33630.90750","69804.39190","69485.36560"
"20190504","11260","중랑구","353651.75150","347081.24260","5964.77200","605.73690","384569.94990","319364.53160","331681.98710","369344.44040","150622.23160","29452.30390","85440.69100","35729.23670"
"20190504","11290","성북구","420489.66170","403025.73170","15445.95760","2017.97240","457167.20480","384073.05170","396934.19660","437314.99390","165912.81040","25904.69290","79491.95540","60516.16210"
"20190504","11305","강북구","296250.14530","290440.37110","4941.10020","868.67410","323796.57610","266260.20330","275801.43340","310856.36820","123600.80670","16706.74130","66300.56000","40593.50540"
"20190504","11320","도봉구","281335.41080","277897.00250","2858.75740","579.65100","304920.81310","257849.52570","265354.45880","292750.37660","135152.86570","22296.65170","74597.34850","38258.86550"
"20190504","11350","노원구","501265.35610","495047.92350","5302.98830","914.44430","537061.37410","468394.27380","478153.53720","517773.79810","214261.60350","41885.78700","115330.03340","57045.78310"
"20190504","11380","은평구","434939.50800","426373.01350","7157.42430","1409.07020","476310.31570","391402.73550","405100.66430","456252.96780","168172.23650","34423.31330","98737.30880","35011.61440"
"20190504","11410","서대문구","377765.32650","344884.61470","22880.69570","10000.01610","395619.45790","362603.43160","372327.74900","381649.31040","178377.00050","40457.95210","62600.38500","75318.66340"
"20190504","11440","마포구","485296.38680","441131.54120","24240.94550","19923.90010","511948.83070","460444.64900","496744.55530","477119.12370","261802.85850","75518.38490","75773.51200","110510.96160"
"20190504","11470","양천구","376394.47320","369860.89990","5659.29490","874.27840","408105.71620","345348.62950","356246.77320","390785.68750","174700.88900","32089.98230","87021.04240","55589.86430"
"20190504","11500","강서구","525835.08230","510112.51650","9580.85410","6141.71160","560666.79040","491004.64020","505925.19290","540056.43180","230628.55960","60471.60380","115752.40310","54404.55270"
"20190504","11530","구로구","394814.38010","364209.04940","27286.77710","3318.55350","414688.82730","378149.30760","382791.77470","403401.95530","183076.69830","60939.87100","67451.58270","54685.24460"
"20190504","11545","금천구","208835.17040","191966.38580","15542.30080","1326.48390","217681.95420","202873.97910","205293.14210","211365.19060","108828.21630","35146.86300","43977.62750","29703.72580"
"20190504","11560","영등포구","460275.94280","416800.65090","36818.12870","6657.16330","499272.15610","429486.62220","479501.51420","446543.39180","271447.14450","78260.95140","80499.40460","112686.78850"
"20190504","11590","동작구","395707.94880","377083.45100","17262.38870","1362.10920","431146.87410","360473.69060","373847.92650","411322.25050","161519.89850","34952.40040","66248.40710","60319.09100"
"20190504","11620","관악구","492938.64470","469209.48880","21868.85700","1860.29890","542575.71170","443058.81330","460360.26030","516208.91930","205147.35990","39485.53150","109814.35190","55847.47650"
"20190504","11650","서초구","541769.57580","520842.67810","14773.05220","6153.84550","605891.28940","473665.00510","588269.90450","508555.05530","328591.94410","117082.89420","74766.59200","136742.45790"
"20190504","11680","강남구","727056.93940","688926.66480","20189.53610","17940.73840","842335.39980","626981.26460","803192.71330","672674.24380","452309.17510","153192.95390","105963.71910","193152.50210"
"20190504","11710","송파구","782676.42490","757938.06620","17970.64000","6767.71870","955122.16130","735807.87860","782286.01100","782955.29190","496881.61300","175288.68740","178580.94570","143011.97990"
"20190504","11740","강동구","463329.38830","452791.45420","9525.25560","1012.67850","498610.23370","429073.99470","439303.06780","480491.04570","214091.25750","48204.22240","125681.49840","40205.53670"
"20190503","11000","서울시","11138345.27770","10554422.96130","415308.89160","168613.42480","11483190.88290","10751603.33490","11416788.79090","10939457.05400","6503639.13680","1558279.76180","2201968.60330","2743390.77170"
"20190503","11110","종로구","363954.04060","328218.97880","19535.89620","16199.16570","509672.99170","257055.07380","466134.33390","290968.11690","326615.37960","89859.69070","36773.55870","199982.13020"
"20190503","11140","중구","385874.12330","317107.31380","24401.13900","44365.67050","551321.14880","245104.92160","513283.42930","294867.47620","371631.95610","98764.69400","33122.97130","239744.29080"
"20190503","11170","용산구","329799.27550","295587.51090","22768.09820","11443.66640","365703.56540","285640.87940","359605.85980","308508.85820","213053.56750","57904.36330","47610.64160","107538.56260"
"20190503","11200","성동구","360751.57150","342472.16530","16531.12390","1748.28230","378526.07670","337405.17950","374222.37470","351129.56930","217343.21230","42176.02820","64796.45180","110370.73230"
"20190503","11215","광진구","402346.84760","376128.93480","24085.87680","2132.03600","423301.95070","378620.37790","385277.29260","414539.38690","203063.21130","40977.23920","87281.54310","74804.42900"
"20190503","11230","동대문구","387357.98260","359945.64650","24029.55070","3382.78550","398866.71110","371512.17480","387210.76350","387463.13910","204597.92960","35232.30630","76940.32510","92425.29820"
"20190503","11260","중랑구","348662.01690","342358.01160","5585.14600","718.85930","390145.32440","304465.82670","314960.41660","372734.58850","161278.87780","26535.08720","94130.90350","40612.88710"
"20190503","11290","성북구","435813.94650","417513.37700","16144.96740","2155.60210","472156.24300","407494.08130","412265.78030","452634.06530","198657.48280","25477.03320","88143.11350","85037.33610"
"20190503","11305","강북구","291599.69120","286041.72680","4806.57510","751.38930","324225.01180","258682.30220","264810.04850","310735.15030","131546.12760","12150.66470","71866.87930","47528.58360"
"20190503","11320","도봉구","278621.44700","275346.18420","2794.38320","480.87950","309894.35270","247114.10660","254069.72240","296158.39320","141758.90650","19868.67330","80846.23150","41044.00170"
"20190503","11350","노원구","506065.02830","499559.44950","5711.93370","793.64510","546574.55320","461877.69200","471623.23690","530666.30790","231602.34970","38231.57370","127140.82970","66229.94630"
"20190503","11380","은평구","426253.61170","417911.04980","6824.77120","1517.79080","483601.38520","363967.00460","377875.84570","460809.15890","171314.06230","29305.83170","106444.78310","35563.44750"
"20190503","11410","서대문구","412063.77330","376978.55470","24720.44190","10364.77670","433419.76630","389053.49010","424918.43930","402881.86890","238534.52230","50386.61300","70614.63710","117533.27220"
"20190503","11440","마포구","510862.58830","468767.67260","23379.58630","18715.32950","548341.77850","467612.28810","538301.04340","491263.69190","311092.74280","77669.85430","85515.07420","147907.81430"
"20190503","11470","양천구","379414.41600","372704.20900","5786.79780","923.40920","416125.89240","339737.30840","348577.42910","401440.83520","186726.15160","29471.36470","94804.41550","62450.37140"
"20190503","11500","강서구","536725.68930","521145.89350","9472.17510","6107.62070","574500.62510","503767.62540","509752.38620","555992.33450","260527.07190","64123.03090","128336.82590","68067.21510"
"20190503","11530","구로구","413131.06640","385128.85820","24855.69000","3146.51830","422808.37920","397597.36690","405103.46200","418865.06960","220722.77460","69762.50810","74373.73800","76586.52850"
"20190503","11545","금천구","237489.27780","221289.04800","14925.55010","1274.67970","259091.05060","216521.30390","256336.98430","224026.63020","162198.79800","58268.48900","48281.48140","55648.82760"
"20190503","11560","영등포구","516661.78340","475020.42690","35213.17100","6428.18550","587715.18210","443026.19810","575063.23850","474946.45840","369724.96160","99868.29660","87655.46780","182201.19720"
"20190503","11590","동작구","408197.51250","389819.71670","16835.33810","1542.45770","443554.73900","371732.14400","380066.17660","428291.32370","185944.90840","34974.87540","72697.61790","78272.41510"
"20190503","11620","관악구","492023.20170","469002.33870","21061.80510","1959.05790","558376.66000","425572.50630","438609.22750","530176.04040","222091.41310","33532.55020","122221.55000","66337.31290"
"20190503","11650","서초구","622466.41620","598520.47140","17587.62980","6358.31490","738769.60520","502648.34650","718129.44340","554135.68250","465405.59240","151577.40980","85542.64380","228285.53880"
"20190503","11680","강남구","860031.37850","817878.51980","23382.12150","18770.73730","1071110.98970","669705.46000","1031613.12200","737472.99030","674559.61610","207974.66400","124955.54780","341629.40430"
"20190503","11710","송파구","765068.99850","743573.88380","15340.58670","6154.52810","797195.92650","747029.98200","773155.45010","759292.96170","427857.85270","119651.95240","176078.61620","132127.28410"
"20190503","11740","강동구","467109.59280","456403.01910","9528.53680","1178.03690","503054.50360","425675.22680","435823.28430","489456.95610","238317.27900","49866.51500","138473.70450","49977.05950"
"20190502","11000","서울시","11157421.81850","10575477.72100","416886.90130","165057.19630","11478785.92740","10823062.31790","11426208.50190","10965431.33040","6605117.25550","1543532.33510","2268298.96010","2793285.96030"
"20190502","11110","종로구","364908.66040","328645.40190","19423.09370","16840.16490","506603.28900","254381.57650","468013.92080","291262.04580","330640.25560","87754.75690","39027.40430","203858.09440"
"20190502","11140","중구","384750.46370","317152.66970","25004.77680","42593.01730","554394.60590","238230.38130","517300.73310","290071.69980","380031.94100","99493.24180","34434.17880","246104.52040"
"20190502","11170","용산구","320754.32050","289580.02640","20867.83320","10306.46090","355581.61600","280157.57720","350699.79880","299364.69310","212241.46610","57419.72590","48919.29360","105902.44660"
"20190502","11200","성동구","362348.72920","343993.00710","16558.91240","1796.80970","380271.79030","344497.42130","374242.58490","353853.11800","219097.32640","41697.24180","66924.88060","110475.20400"
"20190502","11215","광진구","403929.00600","377261.80370","24648.97200","2018.23020","426419.24050","378837.34200","385486.38960","417102.30340","205232.09330","39562.46720","90452.00390","75217.62220"
"20190502","11230","동대문구","395337.84920","366431.25230","25835.83820","3070.75870","401036.16960","386713.72920","396259.50240","394679.52550","215090.21070","35705.50120","81321.66650","98063.04300"
"20190502","11260","중랑구","350510.40870","344419.60680","5512.31390","578.48800","392089.55830","305075.04760","314788.47660","376026.07440","164875.79480","27605.07450","96235.49550","41035.22480"
"20190502","11290","성북구","446603.01080","427821.19410","16737.98360","2043.83310","475395.61760","420394.78230","424529.97780","462369.46290","209343.58260","27063.62220","91547.88950","90732.07090"
"20190502","11305","강북구","291995.15720","286362.08490","4884.11340","748.95890","328184.29630","255717.19510","262528.77180","313042.57530","131700.63730","11635.14350","73248.84920","46816.64460"
"20190502","11320","도봉구","279027.00140","275847.98960","2767.15890","411.85300","311629.28070","243565.56370","251621.60900","298602.28170","144572.85150","19136.77670","84439.69470","40996.38010"
"20190502","11350","노원구","512388.22340","505798.46500","5830.07670","759.68170","550290.79070","471138.34940","478992.12360","536242.58050","237849.01500","39151.53660","129232.48520","69464.99320"
"20190502","11380","은평구","429713.18120","421333.09970","6966.44350","1413.63800","488177.03450","365347.04940","378621.17930","466207.46830","173966.51120","29058.13230","108787.47050","36120.90840"
"20190502","11410","서대문구","421164.33910","385557.81360","25190.79290","10415.73270","446661.40420","398593.46920","439791.95110","407858.90200","252740.86400","52499.18250","74541.62050","125700.06100"
"20190502","11440","마포구","504878.56230","463234.89220","22953.60840","18690.06170","541039.39220","463237.96090","532327.99860","485271.82220","310850.90280","73416.58520","88674.79750","148759.52010"
"20190502","11470","양천구","380876.89570","374085.46190","5773.42910","1018.00460","418218.77240","337962.97500","347653.02890","404608.22910","192153.76640","28766.81790","99356.19120","64030.75730"
"20190502","11500","강서구","538819.32300","523188.48770","9348.54880","6282.28660","575474.13230","501885.96440","508711.88620","560324.63510","262620.29890","61891.70280","131443.02620","69285.56990"
"20190502","11530","구로구","415966.79530","387649.97360","24973.40300","3343.41880","428956.13220","398794.25160","407664.73520","421896.83830","224420.86540","69130.83100","76398.12080","78891.91360"
"20190502","11545","금천구","239785.98860","223680.02660","14795.43380","1310.52830","263100.21400","217175.99720","259648.28650","225598.63310","166801.09310","59679.32010","50141.95650","56979.81650"
"20190502","11560","영등포구","509975.21740","469398.67700","34001.87500","6574.66540","579975.52950","436981.33650","569213.03890","467662.48770","372052.77150","96840.26830","91413.35920","183799.14400"
"20190502","11590","동작구","414828.81550","395574.82660","17710.41820","1543.57070","447297.34090","378750.41530","386111.43960","435341.22690","194161.40470","35721.96730","76931.33340","81508.10400"
"20190502","11620","관악구","498179.15040","475048.64650","21160.23980","1970.26410","563551.08100","425357.73520","440877.31540","539109.03260","229579.45450","33123.42140","129178.91000","67277.12310"
"20190502","11650","서초구","615746.56660","591181.89070","18255.04920","6309.62670","730655.74190","494071.31090","712602.35670","546563.85940","461545.63180","148561.87660","84983.05990","228000.69530"
"20190502","11680","강남구","854403.27180","813738.37920","22790.41110","17874.48160","1071880.60000","649524.40260","1031316.86550","728036.41920","684832.76270","209754.68780","127626.11800","347451.95690"
"20190502","11710","송파구","754413.63700","733032.35710","15433.83690","5947.44300","781681.94520","742615.12880","756560.04100","752880.49120","421543.79760","116583.38410","175054.56850","129905.84500"
"20190502","11740","강동구","466117.24410","455459.68710","9462.33910","1195.21790","504926.34050","419551.90540","430644.49060","491454.92510","237159.49010","46773.05760","141445.54410","48940.88840"
"20190501","11000","서울시","10964558.96480","10380209.08670","422528.20570","161821.67250","11069515.50870","10857774.05230","11002155.21320","10937704.50170","5533779.29720","1123293.83360","2278578.78390","2131906.67970"
"20190501","11110","종로구","337162.84160","301219.88430","19267.44710","16675.51020","460588.31010","255222.24920","418316.95230","279195.61970","276834.73240","74953.92910","37928.64500","163952.15830"
"20190501","11140","중구","325830.93070","259248.13250","24648.78260","41934.01560","450201.68880","240630.10060","403538.65450","270325.41370","276163.92520","75901.13460","34013.88000","166248.91060"
"20190501","11170","용산구","312096.18070","280392.06090","21211.14930","10492.97050","337780.12540","285069.69120","331135.48930","298496.67460","179212.27270","45047.61180","49256.20530","84908.45560"
"20190501","11200","성동구","352466.57500","332818.28700","17752.78550","1895.50260","364271.90980","346996.27260","353879.31870","351457.47240","178514.43260","28112.58160","68684.47180","81717.37920"
"20190501","11215","광진구","423207.12070","394663.03060","26603.09060","1940.99950","434504.00280","413521.55070","424647.73180","422178.11270","211903.66730","39363.91950","92425.48830","80114.25950"
"20190501","11230","동대문구","395987.30400","367755.18810","25281.55150","2950.56440","403463.92570","390556.41430","397590.76760","394841.97290","195751.67680","29696.92980","81339.79260","84714.95440"
"20190501","11260","중랑구","362351.35210","356135.71100","5704.04080","511.60040","389630.82800","323448.10950","337184.75410","380327.49360","154238.88310","21855.09360","95876.00550","36507.78400"
"20190501","11290","성북구","453772.91320","435105.89570","16726.94650","1940.07100","471624.08930","432707.86220","438990.00760","464332.13150","197944.75220","23359.87310","92299.33070","82285.54840"
"20190501","11305","강북구","304795.09010","298935.58280","4884.95030","974.55710","327422.16140","278389.40090","284856.77100","319036.74670","130556.04940","11163.10960","73046.18020","46346.75960"
"20190501","11320","도봉구","291961.40330","288662.48830","2887.91620","410.99880","309786.87130","267376.08250","276014.63870","303351.94950","144914.36020","18918.22950","84916.11130","41080.01940"
"20190501","11350","노원구","528009.67550","521503.87380","5653.63890","852.16280","549098.32180","495509.42250","506000.27020","543730.67930","230536.10090","34415.90420","131396.95150","64723.24520"
"20190501","11380","은평구","449280.71300","441111.43080","6891.71360","1277.56860","486776.24410","398455.39760","414609.67900","474045.73740","171753.89340","26587.96710","110149.32270","35016.60360"
"20190501","11410","서대문구","413393.42760","378279.98240","25553.07390","9560.37130","425090.12420","398149.01560","420602.73150","408243.92480","213521.02720","38135.63870","75005.02300","100380.36550"
"20190501","11440","마포구","489644.52960","448898.97800","22415.07780","18330.47380","520786.97000","466487.00320","501866.05140","480914.87120","255903.60020","51389.34800","87794.44860","116719.80360"
"20190501","11470","양천구","394594.10610","387644.12040","5703.08160","1246.90410","417285.14980","360673.99950","372405.84710","410442.86240","185233.01560","24061.74740","101161.52220","60009.74600"
"20190501","11500","강서구","550668.52010","535007.60580","9210.71360","6450.20070","576254.10910","521718.35400","529730.35120","565624.35510","239604.83800","48889.69790","132939.66390","57775.47620"
"20190501","11530","구로구","409322.51410","378132.14510","27821.06390","3369.30520","425608.78430","382179.21490","392577.80630","421283.01970","178198.23060","47549.92420","75959.84810","54688.45830"
"20190501","11545","금천구","222336.14190","204930.39200","15978.99310","1426.75690","224801.99550","216595.45320","222670.44440","222097.35440","117987.51740","33991.77010","49717.24190","34278.50540"
"20190501","11560","영등포구","470861.52770","426497.33440","37808.57420","6555.61920","493615.07260","442651.73650","487761.88970","458789.84060","266739.52860","59188.28390","90747.23650","116804.00820"
"20190501","11590","동작구","425854.51400","406182.09610","18012.64470","1659.77320","448544.64340","399126.00480","406611.60240","439599.45080","179892.79860","29818.21700","76924.77970","73149.80190"
"20190501","11620","관악구","527813.99270","503251.62950","22672.61120","1889.75200","562823.72520","483254.80450","497492.36410","549472.29880","225952.76640","31259.62160","129021.28510","65671.85970"
"20190501","11650","서초구","558206.70340","536048.30700","16121.81350","6036.58280","613394.25000","499923.77230","599747.48950","528534.71330","334811.15810","94770.27060","86755.06550","153285.82200"
"20190501","11680","강남구","728345.87290","692104.04060","19457.43380","16784.39850","797636.41040","667839.00990","776519.44810","693936.17630","421330.67520","110179.89410","120754.00640","190396.77470"
"20190501","11710","송파구","761581.82610","740794.94060","15171.36680","5615.51870","781279.70630","746168.30450","762126.64040","761192.67300","378762.68060","92062.14360","178413.82740","108286.70960"
"20190501","11740","강동구","475013.18860","464885.94910","9087.74470","1039.49480","506622.08670","430721.43180","445277.51240","496252.95730","215620.27360","35843.54530","142045.91500","37730.81330"
"20190430","11000","서울시","11272135.78310","10696481.36400","422883.87540","152770.54360","11570371.55930","10956116.68060","11528134.44070","11089279.59900","6790452.70550","1600210.20950","2302086.88950","2888155.60650"
"20190430","11110","종로구","366006.10930","332508.44210","19524.94220","13972.72500","500976.15450","257071.41640","466228.88750","294418.41070","335500.88020","88647.39970","38830.66410","208022.81640"
"20190430","11140","중구","393442.13570","329359.51870","24824.84120","39257.77580","562786.64430","244460.45790","527968.80290","297351.65920","392802.91780","104775.51270","34164.73630","253862.66880"
"20190430","11170","용산구","329404.89970","297825.32770","22024.91700","9554.65490","361755.84970","288791.44390","358519.28280","308608.91170","218583.48400","57242.04830","50630.64360","110710.79210"
"20190430","11200","성동구","367591.36290","348013.24270","17842.76210","1735.35810","386256.50910","348271.46660","380896.38380","358087.77660","231919.30520","44168.38700","71944.59120","115806.32700"
"20190430","11215","광진구","406572.75460","379623.81720","25114.55920","1834.37820","431329.21030","379705.70290","387350.92460","420302.63320","209215.98680","39727.87290","91127.20640","78360.90750"
"20190430","11230","동대문구","393852.27510","365678.14460","25578.31330","2595.81730","401268.19530","384025.80480","394172.82890","393623.30820","223145.21170","38160.12140","82634.48500","102350.60530"
"20190430","11260","중랑구","348699.82520","342516.03880","5637.40140","546.38500","391427.01060","302100.76800","312574.00990","374503.97890","167748.24850","25705.55310","98999.78230","43042.91310"
"20190430","11290","성북구","443608.07100","424785.54310","16771.72800","2050.79990","473848.00480","417661.04820","421537.04740","459373.08790","217268.41130","28739.48150","94380.10920","94148.82060"
"20190430","11305","강북구","291824.81230","286275.27800","4698.70040","850.83390","327539.40420","254910.66680","261955.78040","313159.83510","135285.37280","12325.49330","74504.27270","48455.60680"
"20190430","11320","도봉구","279493.64120","276229.53870","2790.39150","473.71100","311672.58680","244175.97590","252695.96830","298634.83610","144929.44490","19652.35100","83614.30150","41662.79240"
"20190430","11350","노원구","513815.93680","507057.00980","5874.93590","883.99110","552619.76730","471433.50260","479664.58530","538209.75920","246307.74130","41593.66110","131742.86870","72971.21150"
"20190430","11380","은평구","431161.65120","423260.98800","6892.73230","1007.93090","489215.41180","367271.31120","380652.26930","467239.78110","184692.07160","30331.40260","115569.42010","38791.24890"
"20190430","11410","서대문구","426301.04790","391344.16330","25743.85130","9213.03320","452338.83680","403265.31340","443851.26660","413765.17740","260451.08690","55406.40060","75923.44430","129121.24200"
"20190430","11440","마포구","507705.07390","468513.90100","23061.55010","16129.62290","544315.73970","465254.28000","533012.93660","489628.02910","317665.12080","75600.82020","89430.86440","152633.43620"
"20190430","11470","양천구","384957.59060","377877.24050","5967.40560","1112.94450","421593.60470","344106.38070","353611.49600","407347.65810","197028.67170","30103.56040","100100.74670","66824.36460"
"20190430","11500","강서구","542485.97580","526105.62270","9759.14400","6621.20910","577866.71830","509218.47300","515308.14730","561898.71050","273116.39670","68199.35830","132436.05800","72480.98040"
"20190430","11530","구로구","417915.73280","389611.30800","25042.96350","3261.46130","430087.14060","401262.73420","410321.59460","423340.11720","228791.95350","72376.25460","75230.95880","81184.74010"
"20190430","11545","금천구","242871.13440","226445.79760","14827.51900","1597.81770","264877.28790","221756.54660","262829.92110","228614.85810","169355.40380","61926.32550","48650.35430","58778.72400"
"20190430","11560","영등포구","520724.49360","478741.76150","35007.38490","6975.34730","586784.01620","450470.74100","576432.50800","480933.05480","382524.90830","102158.07270","91396.70330","188970.13230"
"20190430","11590","동작구","418925.42630","399604.98930","17795.30920","1525.12780","450079.92030","384061.53610","390617.40580","439145.44090","199482.36580","38324.59910","76330.42950","84827.33720"
"20190430","11620","관악구","499759.48790","476497.19630","21295.60750","1966.68400","564292.22720","429431.40380","442801.83500","540443.52570","231862.22870","35886.86210","126924.43930","69050.92730"
"20190430","11650","서초구","628465.16010","604374.32400","18052.58520","6038.25090","739585.92080","510467.23830","722728.43060","561134.25260","477410.31760","154108.58680","89127.63210","234174.09870"
"20190430","11680","강남구","875948.31870","835201.13340","23763.87090","16983.31440","1086860.33410","680448.93520","1049018.68660","752326.62740","702688.89120","217099.11250","127085.46680","358504.31190"
"20190430","11710","송파구","769793.33830","748915.57560","15489.15870","5388.60400","789159.78820","760285.52370","767552.04740","771394.26030","429789.18410","114850.76560","180418.51050","134519.90800"
"20190430","11740","강동구","470809.52790","460115.46120","9501.30110","1192.76560","509529.96290","425407.52750","435831.39390","495793.90940","241594.72810","49158.68490","141700.73450","50735.30870"
"20190429","11000","서울시","11201962.70720","10625516.32370","421994.62960","154451.75390","11533757.85560","10846447.99690","11470637.81280","11010051.91740","6730090.16980","1567726.71410","2326198.96330","2836164.49240"
"20190429","11110","종로구","352004.86980","318198.15080","19264.71490","14542.00410","488236.52130","243732.50410","451945.95230","280618.38230","325249.68370","82725.02750","38496.74710","204027.90910"
"20190429","11140","중구","379160.79300","314161.56740","24258.93480","40740.29090","550263.00530","229454.73670","512603.68000","283844.44520","385217.70250","100791.03900","34878.10460","249548.55890"
"20190429","11170","용산구","323184.24460","291634.43510","22326.35590","9223.45360","358183.23620","285844.98600","352262.74660","302413.88610","214109.89440","56489.06910","51508.03180","106112.79350"
"20190429","11200","성동구","364715.01440","345431.97000","17766.39350","1516.65100","381330.20240","342986.25880","378078.04880","355169.98990","229591.25260","42713.38850","73115.31730","113762.54680"
"20190429","11215","광진구","403236.99440","376176.97960","25312.48070","1747.53410","427127.51970","375523.31410","383278.73350","417492.89510","206664.71340","37913.35740","92312.81460","76438.54140"
"20190429","11230","동대문구","395712.84970","367062.50080","25763.71940","2886.62950","400008.95500","390073.29950","396479.23540","395165.43130","223837.31360","37588.76820","84118.23240","102130.31300"
"20190429","11260","중랑구","352415.38000","346191.14510","5624.77560","599.45940","395565.74360","304608.29870","315300.08820","378926.30280","168129.76010","26087.56640","99941.88170","42100.31200"
"20190429","11290","성북구","444970.49130","426512.07980","16604.41850","1853.99300","473995.67510","416285.77500","421171.78710","461969.56570","215724.70060","28723.87740","94962.59210","92038.23110"
"20190429","11305","강북구","294150.98950","288646.28870","4750.06710","754.63370","330195.74580","256965.86150","264843.42570","315084.96360","135475.24470","12206.94510","75345.15890","47923.14070"
"20190429","11320","도봉구","282691.19860","279396.58980","2850.66370","443.94510","314423.89730","248995.13290","255686.05750","301980.58510","147768.85520","19467.93280","86118.05130","42182.87110"
"20190429","11350","노원구","517298.49060","510660.65410","5732.06380","905.77270","555863.57150","472189.71550","481772.80180","542673.98250","245093.72640","40495.24880","133264.16630","71334.31130"
"20190429","11380","은평구","434587.44890","426581.06600","6959.96630","1046.41660","491757.84340","369527.33100","383875.49900","470810.27020","185300.48540","30053.73260","116449.50100","38797.25180"
"20190429","11410","서대문구","419342.29590","384220.86240","25710.14930","9411.28420","446365.44600","393934.42830","436547.98260","407052.51960","256533.33970","53146.52420","77822.13910","125564.67640"
"20190429","11440","마포구","500066.02680","460511.94180","22831.35940","16722.72560","533834.71450","462338.14460","525749.04300","481721.01530","311385.20810","72948.10310","90593.97760","147843.12740"
"20190429","11470","양천구","389209.77550","382056.40290","5989.18990","1164.18270","423691.26790","349110.15360","358254.11960","411320.95830","198479.91900","30279.39050","102463.36610","65737.16240"
